track_name,artists_name,year,acousticness,danceability,energy,loudness,tempo,valence
Vayadhu Vaa Vaa - Chill Beat,"Harini, Srinivas, Yuvan Shankar Raja, Pa. Vijay, Rithick J",2023,0.559,0.705,0.332,-7.457,160.04,0.347
Cleopatra (Trap Remix),"Timmy, Yuvan Shankar Raja, Sowmya, Rithick J",2023,0.151,0.593,0.803,-6.114,115.94,0.315
"Thulli Thulli Kudhikkudhu Nenjam (From ""Unakkaaga Ellaam Unakkaaga"") - Chill Lofi","Sujatha, S.P. Charan, Yuvan Shankar Raja, Viveka, Kamal Eleven",2023,0.884,0.456,0.513,-13.125,92.189,0.594
"Arabu Naade (From ""Thottal Poo Malarum"") - Slowed and Reverbed","Haricharan, Yuvan Shankar Raja, Vaali, Harish Hwarkling",2023,0.0962,0.49,0.794,-5.068,169.901,0.49
Ragangal Padhinaru - Chill Flip,"Karthik, Yuvan Shankar Raja, M. S. Viswanathan, Kannadasan, Saithis",2023,0.87,0.649,0.519,-10.559,95.942,0.738
Arabu Naadu - Lofi,"Haricharan, Yuvan Shankar Raja, Aelo",2023,0.458,0.582,0.449,-13.674,85.023,0.146
Anbe Anbin (Remix),"Karthik, Yuvan Shankar Raja, Heart Killer Beats",2023,0.00885,0.744,0.473,-10.526,97.505,0.307
OG Penne,"Gautham Vijayaraj, Sanjay M",2024,0.0142,0.621,0.582,-9.896,139.97,0.291
Ghilli Love BGM,Gautham Vijayaraj,2024,0.0983,0.491,0.463,-7.46,140.199,0.0659
Anirudh Mashup,Gautham Vijayaraj,2024,0.00068,0.571,0.777,-7.302,117.034,0.26
Maryan BGM,Gautham Vijayaraj,2024,0.929,0.532,0.446,-14.396,160.022,0.55
Dheena / Loosu Penne / 7G Rainbow / Dope Track / Goa (Medley),Gautham Vijayaraj,2024,2.69e-05,0.489,0.608,-8.818,95.02,0.173
Ethirneechal Sad BGM,Gautham Vijayaraj,2024,0.666,0.49,0.355,-9.649,79.91,0.402
Kollywood Mashup,Gautham Vijayaraj,2024,0.0291,0.611,0.749,-7.635,99.982,0.347
Chaleya / Sirikkadhey (Medley),Gautham Vijayaraj,2024,0.812,0.625,0.365,-15.06,95.046,0.639
First Sight - Background Score,Gautham Vijayaraj,2024,0.00814,0.508,0.534,-12.244,159.965,0.076
Vallavan x Paiyaa,Gautham Vijayaraj,2024,0.0493,0.701,0.625,-8.008,89.981,0.585
Kaththi Jail BGM,Gautham Vijayaraj,2024,0.0584,0.686,0.813,-8.421,160.012,0.35
Julie / Yennai Maatrum Kaadhale (Medley),Gautham Vijayaraj,2024,0.0145,0.486,0.824,-4.798,142.014,0.367
Dhanush Hits,Gautham Vijayaraj,2024,0.234,0.658,0.447,-11.028,75.081,0.637
Adada Adada,Gautham Vijayaraj,2024,0.547,0.288,0.276,-10.275,78.231,0.729
Pachai Nirame,Gautham Vijayaraj,2024,0.814,0.433,0.597,-10.057,179.98,0.324
Moonu BGM,Gautham Vijayaraj,2024,0.949,0.608,0.285,-12.08,147.072,0.859
"Aasa Kooda - From ""Think Indie""","Sai Abhyankkar, Sai Smriti",2024,0.48,0.675,0.537,-9.401,98.003,0.534
"Katchi Sera - From ""Think Indie""",Sai Abhyankkar,2024,0.243,0.765,0.642,-8.48,148.465,0.822
Namma Chennai,"Sublahshini, Anand Kashinath, Mr. Kev, Raemus Castelino",2024,0.0903,0.785,0.563,-10.718,105.004,0.682
Megham,"Sublahshini, Allen Sebastian",2023,0.64,0.615,0.445,-9.249,84.055,0.587
Pugaipadam,"Sublahshini, Mismatched - Cast",2022,0.73,0.532,0.512,-10.146,88.067,0.382
Paranoia,"Mr. Kev, Sublahshini, Anand Kashinath, Raemus Castelino",2022,0.0103,0.717,0.748,-8.658,109.995,0.273
Kaanala Kaanala,"Sublahshini, Anand Kashinath, Keba Jeremiah, Michael Timothy, Manu Francis",2021,0.122,0.458,0.479,-9.567,163.886,0.111
Slip Away,Sublahshini,2021,0.0133,0.672,0.683,-7.397,102.987,0.237
Tell the World,"Mr. Kev, Anand Kashinath, Raemus Castelino, Sublahshini, Various Artists",2021,0.251,0.726,0.468,-9.066,91.985,0.356
Sapera,Husn,2024,0.138,0.745,0.677,-8.149,93.999,0.612
Kaathadi,"Anand Kashinath, Sublahshini",2021,0.0796,0.727,0.443,-8.757,135.106,0.753
Kanaa,"Nucleya, 2jaym, Sublahshini",2021,0.00449,0.588,0.687,-5.786,94.896,0.23
Masakali,"The Lost Triplets, Sublahshini",2021,0.0107,0.611,0.634,-8.644,95.001,0.106
Kanda Kanavu,"Anand Kashinath, Sublahshini",2021,0.185,0.565,0.594,-4.847,105.851,0.448
Kan Thoora,"Anand Kashinath, Sublahshini",2021,0.926,0.689,0.126,-12.93,150.052,0.595
Kan Thoora Reprise,"Anand Kashinath, Sublahshini",2021,0.668,0.56,0.122,-13.312,126.003,0.551
Vizhi Paarayo,"Anand Kashinath, Sublahshini",2021,0.398,0.529,0.463,-10.59,96.91,0.397
Vizhi Paarayo Cue,"Anand Kashinath, Sublahshini",2021,0.382,0.644,0.372,-13.736,97.121,0.481
Yellow Power Anthem (Tanglish Mix),"Madley Blues, Harish Venkat, Prashanth M, Sublahshini",2021,0.327,0.838,0.955,-2.793,95.039,0.843
Yellow Power Anthem,"Madley Blues, Harish Venkat, Prashanth M, Sublahshini",2021,0.328,0.838,0.949,-2.741,94.923,0.893
Mudhal Iravu,"Cheran, Sublahshini",2023,0.492,0.51,0.159,-17.339,77.584,0.31
"Golden Sparrow (From ""Nilavuku En Mel Ennadi Kobam"")","G. V. Prakash, Arivu, Dhanush, Sublahshini",2024,0.322,0.92,0.851,-6.24,112.499,0.779
Kaadhal Kaaviyam,"Joshua Aaron, Sublahshini",2024,0.378,0.504,0.53,-9.947,101.918,0.379
"Srimathi Garu (From ""Lucky Baskhar"")(Telugu)","G. V. Prakash, Vishal Mishra, Shweta Mohan, Shree Mani",2024,0.59,0.701,0.374,-12.864,107.443,0.519
Babyma - Emo Trap,"G. V. Prakash, Sanjana Kalmanje, The Independeners",2024,0.512,0.547,0.645,-4.62,84.718,0.578
"Minikki Minikki (From ""Thangalaan"")","Sinduri Vishal, G. V. Prakash Kumar, Umadevi",2024,0.466,0.387,0.583,-10.905,189.92,0.738
"â Beqarariyaan - From ""Emergency""","Monali Thakur, G. V. Prakash, Manoj Muntashir",2024,0.557,0.392,0.437,-10.216,124.718,0.239
Minikki Minikki,"G. V. Prakash, Sinduri Vishal, Umadevi",2024,0.466,0.387,0.583,-10.905,189.92,0.738
"Kolladhey (From ""Lucky Baskhar "")(Tamil)","G. V. Prakash, Anand Aravindakshan, Shweta Mohan, Vignesh Ramakrishna",2024,0.69,0.695,0.375,-12.502,107.503,0.504
Aruvadai,"G. V. Prakash, Chiyaan Vikram, Sindhuri Vishal, Mathichiyam Bala, Suganthi, Umadevi",2024,0.472,0.617,0.609,-9.101,135.379,0.921
"Singhasan Khali Karo - From ""Emergency""","Udit Narayan, G. V. Prakash, Manoj Muntashir, Nakash Aziz, Nakul Abhyankar",2024,0.373,0.221,0.392,-14.43,82.003,0.174
"Thangalaan (War Song) [From ""Thangalaan""]","G. V. Prakash Kumar, Arivu",2024,0.237,0.396,0.846,-6.969,135.329,0.255
Kaakarattan | Coke Studio Tamil,"Vidya Vox, Rajalakshmi Senthilganesan, G. V. Prakash",2024,0.282,0.548,0.582,-6.911,179.771,0.512
Thangalaan (War Song),"G. V. Prakash, Arivu",2024,0.237,0.396,0.846,-6.969,135.329,0.255
"Rise of Miller (From ""Captain Miller"")","Arunraja Kamaraj, G. V. Prakash",2024,0.0436,0.683,0.949,-10.193,119.961,0.748
Thandora Pottanungo,"G. V. Prakash, Gana Juli Kumar, Arivu",2024,0.446,0.694,0.428,-10.512,139.127,0.603
Uyir Vaasame,"Sean Roldan, G. V. Prakash",2024,0.573,0.703,0.618,-8.293,109.98,0.49
"Koranaaru (From ""Captain Miller"")","Deva, Santhosh Hariharan, Alexander Babu, G. V. Prakash, Uma Devi",2024,0.181,0.685,0.767,-12.073,134.944,0.773
Thangalaan Oppari Song,"G. V. Prakash, Kidakuzhi Mariyammal, Arivu",2024,0.0379,0.155,0.452,-10.107,67.475,0.0604
"Kombari Vettapuli (From ""Captain Miller"")","Dhee, G. V. Prakash, Vivek",2024,0.464,0.75,0.523,-8.294,179.866,0.785
"Maar Udi (From ""Sarfira"")","Yadu Krishnan, Sugandh Shekar, Haston Rodrigues, Abhijith Rao, G. V. Prakash, Manoj Muntashir",2024,0.18,0.741,0.575,-12.94,95.006,0.687
"Thangalaan (War Song) [From ""Thangalaan""]","G. V. Prakash Kumar, Sarath Santosh, Chandra Bose",2024,0.162,0.5,0.821,-8.45,67.513,0.269
"Kaalam Oada (From ""Dhonima"")","EJ Johnson, G. V. Prakash, Gnanakaravel",2024,0.0435,0.696,0.691,-7.108,89.982,0.582
"Aruvadai (From ""Thangalaan)","G. V. Prakash Kumar, Chiyaan Vikram, Sindhuri Vishal, Mathichiyam Bala, Suganthi, Umadevi",2024,0.424,0.711,0.592,-9.104,135.208,0.921
"Mindathe (From ""Lucky Baskhar "")(Malayalam)","G. V. Prakash, Yazin Nizar, Shweta Mohan, Vaisakh Sugunan",2024,0.671,0.659,0.384,-12.039,107.482,0.408
Okay Solita,"A H Kaashif, G. V. Prakash, Nakul Abhyankar",2024,0.425,0.738,0.64,-9.673,110.047,0.343
"Neethaan (From ""VascoDaGama"")","Arun NV, G. V. Prakash",2024,0.643,0.545,0.499,-8.505,147.737,0.625
"Imaikkathey (From ""Weapon"")","G. V. Prakash, Saindhavi, Ghibran",2024,0.58,0.693,0.582,-7.964,135.893,0.452
"Kaadhale (From ""Varunan"")","G. V. Prakash, Saindhavi, Bobo Shashi, Reshman",2024,0.837,0.439,0.342,-11.751,147.553,0.344
"Chinna Idi Vintha Lokam (From ""35 Chinna Katha Kaadu"")(Telugu)","Vivek Sagar, Vijay Prakash, Bharadwaj Gali",2024,0.714,0.828,0.607,-8.563,127.033,0.948
"Pairu Kotha Paatta (From ""Thangalaan"")","G. V. Prakash Kumar, Narayanan Ravishankar, Ramya Behara, Bhaskar Batla",2024,0.757,0.75,0.698,-7.416,134.598,0.932
Pookkal Pookkum - Slowed Version,"Tom Parker, G. V. Prakash, Roop Kumar Rathod, Harini",2024,0.163,0.351,0.465,-11.993,104.47,0.0567
Rise of Miller - Trap Metal Mix,"Arunraja Kamaraj, G. V. Prakash, Stan & Sam",2024,0.0517,0.822,0.809,-8.523,127.04,0.798
Kathari Poovazhagi,"G. V. Prakash, Ekadesi, Velmurugan, Napolia, Rajalakshmi",2024,0.601,0.618,0.785,-7.776,73.556,0.891
Parariyano Yarariyano,"G. V. Prakash, Jini Kodakara, Santhosh Varma",2024,0.214,0.246,0.405,-9.83,78.603,0.1
"Midukki Midukki (From ""Thangalaan"")","Sinduri Vishal, G. V. Prakash Kumar, Kaithaparam",2024,0.574,0.531,0.626,-10.366,127.058,0.788
"Manaki Manaki (From ""Thangalaan"")","Sinduri Vishal, G. V. Prakash Kumar, Bhaskar Bhatla",2024,0.521,0.448,0.641,-10.555,189.815,0.824
Oor Manney,"Govind Vasantha, Vijay Prakash, Karthik Netha",2024,0.808,0.61,0.186,-16.806,104.988,0.413
"Naaraazgi (From ""Lucky Baskhar "")(Hindi)","G. V. Prakash, Vishal Mishra, Shweta Mohan, Manoj Muntashir",2024,0.625,0.676,0.353,-11.929,107.485,0.483
"Maja Wedding (From ""DeAr"")","Anthony Daasan, Sinduri Vishal, G. V. Prakash, Ekadesi",2024,0.218,0.791,0.599,-10.564,132.938,0.635
Azhagana Sathigari - Orchestral Edition,"Velmurugan, G. V. Prakash, Ekadesi, Heart Killer Beats",2024,0.132,0.559,0.574,-11.024,180.14,0.604
"Panangarukka - From ""Sir""","Siddhu Kumar, G. V. Prakash, Saindhavi, Viveka",2024,0.599,0.739,0.452,-8.343,141.866,0.759
Kombari Vettapuli - Chill Flip,"Dhee, G. V. Prakash, Vivek, Saithis",2024,0.357,0.437,0.44,-11.123,179.873,0.579
Kombari Vettapuli - Chillhop,"Dhee, G. V. Prakash, Vivek, Stan & Sam",2024,0.033,0.84,0.693,-7.281,119.93,0.566
"Veera Dheera Sooran Title Teaser Theme - From ""Veera Dheera Sooran""",G. V. Prakash,2024,0.305,0.535,0.858,-7.914,165.351,0.362
Darling Barbie,"G. V. Prakash, John Kennady",2024,0.0135,0.805,0.861,-5.486,120.025,0.947
Kadhali,G. V. Prakash,2024,0.397,0.529,0.532,-9.236,137.964,0.405
"Rise of Miller (From ""Captain Miller"")","Jasraj Joshi, G. V. Prakash, Sajeev Sarathie",2024,0.0473,0.568,0.919,-10.051,179.98,0.758
Sleeping Beauty - Relaxing Reggae Mix,"Santhosh Hariharan, G. V. Prakash, Arivu, Stan & Sam",2024,0.0326,0.868,0.535,-6.735,135.006,0.813
"Ghora Hara (From ""Captain Miller"")","Rahul Sipligunj, G. V. Prakash, Rakendu Mouli",2024,0.204,0.711,0.773,-11.618,134.984,0.734
Kree Needale - Lofi Chill,"Javed Ali, G. V. Prakash, Rakendu Mouli, Yj music",2024,0.67,0.357,0.131,-20.159,120.614,0.226
Enna Kanakku Makka,"Keys & Verses Collective, Ranjith Govind, Aalaap Raju, Rahul Nambiar, Sathyaprakash",2024,0.408,0.835,0.612,-7.681,100.982,0.942
Kannadi Nilave,"Ajai S Khashyap, Saindhavi, Karthik Netha",2024,0.277,0.662,0.522,-11.68,114.973,0.247
Chinna Idi Vintha Lokam,"Vivek Sagar, Vijay Prakash, Bharadwaj Gali",2024,0.714,0.828,0.607,-8.563,127.033,0.948
Ponnana Pottapulla,"N.R. Raghunanthan, Vairamuthu, Anand Aravindakshan, Saindhavi",2024,0.867,0.608,0.465,-8.547,124.805,0.374
"Thangalaan (War Song) [From ""Thangalaan""]","G. V. Prakash Kumar, Sudheesh Sasikumar, Anand Sreeraj, Rafeeq Ahammed",2024,0.173,0.375,0.844,-7.45,134.984,0.333
"Koythu Paattu (From ""Thangalaan)","G. V. Prakash Kumar, Sannidanandan, Shikha Prabhakaran, Santhosh Varma",2024,0.669,0.779,0.631,-6.114,135.215,0.927
Nenjodu Nee (Female),"Saindhavi, GKB",2024,0.851,0.643,0.26,-15.448,79.993,0.351
"Pushpa Pushpa (From ""Pushpa 2 The Rule"") [KANNADA]","Vijay Prakash, Devi Sri Prasad, Varadaraj Chikkaballapura",2024,0.41,0.798,0.75,-10.952,152.1,0.705
"Thangalaan (War Song) [From ""Thangalaan""]","G. V. Prakash Kumar, Sarath Santosh, Varadaraj Chikkaballapura",2024,0.161,0.533,0.818,-8.03,67.658,0.377
"Jayaho Janatha (From ""Janatha Garage"")","Sukhwinder Singh, Vijay Prakash",2024,0.475,0.79,0.709,-3.834,104.99,0.608
Thamateya Paari,"G. V. Prakash, Narayanan Ravishankar, Varadharaj Chikkaballapura",2024,0.596,0.849,0.519,-9.705,104.136,0.617
"Adi Theni Santhaiyil (From ""Idimuzhakkam"")","N.R. Raghunanthan, Anthony Daasan, Meenakshi Elayaraja",2024,0.517,0.663,0.889,-6.552,127.05,0.96
Thandora Moothalatho,"G. V. Prakash, Narayanan Ravishankar, Vanamaali",2024,0.677,0.708,0.417,-11.668,131.383,0.516
Thalavali - Slow Reverb,"G. V. Prakash, Vinnulaga Kavi, Jeruson",2024,0.684,0.468,0.617,-8.321,94.96,0.592
Kombari Vettapuli - RnB,"Dhee, G. V. Prakash, Vivek, Alvin Bruno",2024,0.606,0.712,0.451,-6.434,111.534,0.567
Imaikkathey,"G. V. Prakash, Saindhavi",2024,0.58,0.693,0.582,-7.964,135.893,0.452
Thamburane,"G. V. Prakash, Shibu Kallar, Vairamuthu",2024,0.718,0.767,0.935,-8.66,130.084,0.677
Koylu Hadu,"G. V. Prakash, Narayanan Ravishankar, Ramya Behara, Varadharaj Chikkaballapura",2024,0.81,0.825,0.733,-6.496,134.705,0.839
Kombari Vettapuli - Percussive Lofi,"Dhee, G. V. Prakash, Vivek, The Independeners",2024,0.195,0.912,0.622,-5.331,110.035,0.56
Ulari,"G. V. Prakash, Vivekanand, Vairamuthu",2024,0.545,0.574,0.401,-12.388,150.088,0.591
Oh Enmanne,"G. V. Prakash, Vivekanand, Vairamuthu",2024,0.587,0.498,0.58,-8.673,86.962,0.302
Naadu Vitta,"G. V. Prakash, Vivekanand, Vairamuthu",2024,0.536,0.57,0.402,-13.594,150.285,0.445
"Acham Acham Illai (From ""Indira"")","G. V. Prakash, Sujatha, Anuradha Sriram, Swetha, Esther, Sharadha",2024,0.408,0.639,0.417,-14.192,139.954,0.166
Thalavali,"G. V. Prakash, Vinnulaga Kavi",2024,0.302,0.84,0.582,-12.134,128.01,0.85
Pranaya Mitho,"G. V. Prakash, Vivekanand, Deepa Maria Das, Vairamuthu",2024,0.737,0.643,0.471,-9.413,120.192,0.579
I Don't Belong Here,G. V. Prakash,2024,0.572,0.337,0.256,-18.266,80.045,0.139
Shake In The Monkey's Shadow,G. V. Prakash,2024,0.0427,0.588,0.829,-9.988,144.959,0.33
"Kannae Chella Kannae (From ""Mission"")","G. V. Prakash, Ravi G, Uthara Unnikrishnan",2024,0.859,0.21,0.135,-17.352,79.76,0.0647
Manaki Manaki,"G. V. Prakash, Sinduri Vishal, Baskar Bhatla",2024,0.521,0.448,0.641,-10.555,189.815,0.824
Parandhu Poga - Chill Trap,"G. V. Prakash, Jeruson",2024,0.529,0.641,0.466,-9.917,99.998,0.292
Miller's Soul,G. V. Prakash,2024,0.226,0.218,0.267,-11.634,84.482,0.123
Midukki Midukki,"G. V. Prakash, Sinduri Vishal, Kaithaparam",2024,0.574,0.531,0.626,-10.366,127.058,0.788
Yen Minukki,"G. V. Prakash, Eknath, TeeJay Arunasalam, Chinmayi",2024,0.689,0.511,0.309,-12.105,92.991,0.353
Where is Miller,G. V. Prakash,2024,0.173,0.497,0.912,-11.225,96.333,0.353
200 Goats,G. V. Prakash,2024,0.757,0.536,0.172,-18.198,168.102,0.577
Babyma - EDM,"G. V. Prakash, Sanjana Kalmanje, Leon James, Ko Sesha, Stan & Sam",2024,0.56,0.81,0.879,-3.724,121.928,0.955
Thaarigaa - Kaadhalars Reunion,"G. V. Prakash, Gayathry Rajiv",2024,0.122,0.796,0.59,-8.537,110.058,0.755
Thangalaan (War Song),"G. V. Prakash, Faisal Razi, Anand Sreeraj, Raqueeb Alam",2024,0.16,0.422,0.879,-7.709,135.123,0.294
Babyma - Orchestral Edition,"G. V. Prakash, Sanjana Kalmanje, Heart Killer Beats",2024,0.0646,0.601,0.52,-10.995,99.882,0.623
Mastaaru Mastaaru Lofi Mix,"Abhishek Martyn, G. V. Prakash, Shweta Mohan, Saraswati Putra Ramajogayya Sastry",2024,0.611,0.657,0.433,-11.475,80.024,0.173
"Rise of Rebel (From ""Rebel"")","Arunraja Kamaraj, ofRO, G. V. Prakash",2024,0.113,0.763,0.932,-4.878,94.984,0.528
"Thala Noppi (From ""DeAr"")","Deepak Blue, G. V. Prakash, Rakendu Mouli",2024,0.272,0.869,0.596,-12.767,128.045,0.843
Un Oliyile - Ambient Trap,"Sean Roldan, G. V. Prakash, Kaber Vasuki, Jeruson",2024,0.704,0.305,0.325,-13.032,77.625,0.166
Koranaaru - Heavy Metal Mix,"Deva, Santhosh Hariharan, Alexander Babu, G. V. Prakash, Uma Devi, Stan & Sam",2024,0.0341,0.509,0.955,-6.255,134.763,0.41
"Rise of Miller (From ""Captain Miller"")","Arunraja Kamaraj, G. V. Prakash, Rakendu Mouli",2024,0.0534,0.488,0.928,-9.537,120.017,0.675
"Eerappanu (From ""Captain Miller"")","Darshan Narayan, Shenbagaraj, G. V. Prakash, Pramod Jois",2024,0.217,0.682,0.802,-12.079,134.948,0.662
Touching Touching - Drill Remix,"Karthi, Indravathi Chauhan, G. V. Prakash, Arunraja Kamaraj, Heart Killer Beats",2024,0.000242,0.929,0.423,-10.943,130.086,0.508
Killer Killer - Epic Trap,"Dhanush, G. V. Prakash, Kaber Vasuki, The Independeners",2024,0.0146,0.701,0.858,-6.185,97.108,0.597
"Shankhnaad Kar - From ""Emergency""","Nakul Abhyankar, Neeti Mohan, Romy, G. V. Prakash, Manoj Muntashir",2024,0.251,0.324,0.6,-10.886,111.726,0.18
"Sarkar Ko Salaam Hai - From ""Emergency""","Sreerama Chandra, G. V. Prakash, Manoj Muntashir",2024,0.306,0.63,0.58,-9.434,106.916,0.556
"Rise of Miller (From ""Captain Miller"")","Deepak Blue, G. V. Prakash, Pramod Jois",2024,0.061,0.697,0.916,-9.889,119.952,0.737
"Sleeping Beauty (From ""DeAr"")","Santhosh Hariharan, G. V. Prakash, Arivu",2024,0.557,0.733,0.357,-13.025,130.013,0.524
Rise of Miller - Electronic Mix,"Arunraja Kamaraj, G. V. Prakash, The Independeners",2024,0.00561,0.523,0.898,-4.788,104.966,0.477
Kannadi Nilave - Lofi Beats,"Ajai S Khashyap, Saindhavi, G. V. Prakash, Karthik Netha, Stan & Sam",2024,0.627,0.683,0.544,-9.428,114.931,0.468
Killer Killer - Dark Lofi,"Dhanush, G. V. Prakash, Kaber Vasuki, Saithis",2024,0.283,0.62,0.644,-8.76,89.93,0.35
Un Oliyile - Electro Lofi,"Sean Roldan, G. V. Prakash, Kaber Vasuki, Heart Killer Beats",2024,0.0231,0.585,0.497,-11.533,130.044,0.16
Rise of Rebel - Hardcore Metal Mix,"Arunraja Kamaraj, ofRO, G. V. Prakash, Stan & Sam",2024,0.0201,0.617,0.938,-2.134,94.939,0.398
"Sunlo Tumhe Hum (From ""Captain Miller"")","Pooja Tiwari, G. V. Prakash, Sajeev Sarathie",2024,0.498,0.795,0.548,-8.248,179.952,0.785
Ye Kahani,"Saindhavi, Manoj Muntashir",2024,0.89,0.305,0.261,-9.203,199.517,0.18
"Sulthana (From ""Kgf Chapter 2"")","Mohan Krishna, Anwar Sadath, M.T.Sruthikanth, Vipin Xavier, Prakash Mahadevan, Santhosh Venky, Aishwarya Rangarajan",2024,0.0993,0.597,0.935,-6.937,125.07,0.492
"Odo Odo Odo..Le (From ""Forest"")","Dharma Vish, Punith Arya, Kailash Kher",2024,0.0161,0.608,0.912,-4.511,165.032,0.735
"Koylu Hadu (From ""Thangalaan"")","G. V. Prakash Kumar, Narayanan Ravishankar, Ramya Behara, Varadharaj Chikkaballapura",2024,0.804,0.827,0.717,-6.518,135.018,0.855
"Nanagu Ninagu (From ""Thangalaan"")","Sinduri Vishal, G. V. Prakash Kumar, Varadharaj",2024,0.545,0.68,0.65,-10.553,126.845,0.799
"Murga Murgi (From ""Thangalaan"")","Sinduri Vishal, G. V. Prakash Kumar, Raqueeb",2024,0.45,0.76,0.627,-10.368,127.037,0.868
"Chikki Bombe (From ""Vikrant Rona"")","Vijay Prakash, Karthik, Harshika Devanath",2024,0.634,0.823,0.783,-7.398,102.954,0.366
"Appuge (From ""Yuva"")","Vijay Prakash, B. Ajaneesh Loknath",2024,0.702,0.361,0.456,-7.939,169.239,0.219
Aluvudaadare,Vijay Prakash,2024,0.38,0.515,0.664,-6.514,83.393,0.445
Thiraikadal,"Saindhavi, Sam C.S., Uma Devi",2024,0.867,0.584,0.389,-9.74,149.875,0.461
"Nakshatra Ondu (From ""Jigar"")","Vijay Prakash, Sunidhi Ganesh, Ritvik Muralidhar",2024,0.839,0.705,0.511,-7.483,88.048,0.596
Kanavellam Un Maayam,"Saindhavi, Sajith MX, Giant Music India, Umanath J",2024,0.9,0.307,0.321,-11.746,133.604,0.111
"Cadbury Strawberry - From ""7G""","Saindhavi, Kutti Revathi, Siddharth Vipin",2024,0.563,0.56,0.685,-9.054,104.985,0.219
Kathalo Kathe - Chill Lofi,"Saindhavi, M Pavanjay",2024,0.234,0.517,0.341,-14.502,90.054,0.131
Kalaiyatha Kanavu,Saindhavi,2024,0.824,0.467,0.485,-8.634,179.767,0.436
Naa Lopala - Female Vocals,"Saindhavi, Rakendu Mouli",2024,0.789,0.68,0.259,-16.315,79.99,0.44
Addaala Jabili,"Krishna Tejasvi, Saindhavi, Rakendu Mouli",2024,0.36,0.653,0.513,-11.174,114.876,0.235
"Jo Jo - From ""Baak""","Hiphop Tamizha, Saindhavi, Bharathi Babu",2024,0.869,0.608,0.29,-15.346,120.034,0.392
Kandha Guru Kavasam,"T. L. Thyagarajan, Saindhavi",2024,0.896,0.674,0.397,-7.889,107.367,0.615
Kathal Forever,"Havoc Mathan, Saindhavi",2024,0.805,0.642,0.731,-4.726,79.069,0.46
"Anbe Anbe (From ""Operation Laila"")","Saindhavi, Karthika Mahadev, Madhan Karky",2024,0.945,0.71,0.414,-7.593,95.055,0.758
Raghuvamsa Sudha,Saindhavi,2024,0.629,0.715,0.703,-8.488,97.981,0.517
"Kaaliyamma (From ""Alangu"")","Ajesh, Sathyaprakash",2024,0.334,0.616,0.444,-9.882,127.898,0.788
Bagayanayya,"Nirmala Rajasekar, V. Prakash Ilayaraja, Sai Giridhar",2024,0.0272,0.397,0.672,-9.014,151.729,0.564
"Party Anthem (From ""Back Bencherz"")","V.M. Mahalingam, Sathyaprakash, Nakul Abhyankar, Jathin Aryan",2024,0.0433,0.812,0.831,-5.697,130.033,0.895
"Imaikkathey (From ""Weapon"")","G. V. Prakash, Saindhavi",2024,0.58,0.693,0.582,-7.964,135.893,0.452
Alai Alai - Chill House,"G. V. Prakash, Ghibran, Madhan Karky, Jeruson",2024,0.762,0.594,0.56,-8.162,100.08,0.409
"Pushpa Pushpa (From ""Pushpa 2 The Rule"")",Vijay Prakash,2024,0.41,0.798,0.75,-10.952,152.1,0.705
"Nathnith Hira Basava (From ""Nathnith Hira Basava"")",Radha Khude,2024,0.125,0.778,0.694,-4.731,122.537,0.925
"Second Ogm (From ""Ghost"")",Nishan Rai,2024,0.133,0.793,0.937,-6.881,108.004,0.487
Yaakra Yaakra,"G. V. Prakash, Vivekanand, Sangeetha, Vairamuthu",2024,0.436,0.625,0.429,-12.799,90.158,0.263
We Will Enter The Temple,G. V. Prakash,2024,0.837,0.218,0.317,-16.751,114.186,0.045
"Ninna Naama Chandavu (From ""Banda Muddu Ekadantha"")",Ratnamala Prakash,2024,0.983,0.664,0.418,-8.9,146.431,0.882
Kausalya Supraja Rama,Saindhavi,2024,0.257,0.665,0.706,-12.283,159.847,0.875
Nee Pona Theruvula - Trance Mix,"MC Vickey, Vishnupriya Ravi, G. V. Prakash, Na.Muthukumar, Rithick J",2024,0.289,0.763,0.818,-4.238,110.033,0.682
"Karuppu Nerathazhagi (From ""Komban"")","G. V. Prakash, Velmurugan, Maalavika Sundar",2024,0.382,0.628,0.763,-6.959,93.695,0.888
Thangalaan (War Song),"G. V. Prakash, Sarath Santosh, Varadharaj Chikkaballapura",2024,0.161,0.533,0.818,-8.03,67.658,0.377
Yaririvaro Yaririvaro,"G. V. Prakash, Pavithra Chari, Varadharaj Chikkaballapura",2024,0.0406,0.247,0.526,-9.005,80.482,0.0523
Nee Pona Theruvula - Chill Lofi,"MC Vickey, Vishnupriya Ravi, G. V. Prakash, Na.Muthukumar, Jeruson",2024,0.89,0.507,0.366,-12.009,180.396,0.44
Nanagu Ninagu,"G. V. Prakash, Sinduri Vishal, Varadharaj",2024,0.545,0.68,0.65,-10.553,126.845,0.799
Pairu Kotha Paatta,"G. V. Prakash, Narayanan Ravishankar, Ramya Behara, Baskar Batla",2024,0.774,0.817,0.69,-7.405,67.497,0.927
Kannae Chella Kannae,"G. V. Prakash, Ravi G, Uthara Unnikrishnan",2024,0.859,0.21,0.135,-17.352,79.76,0.0647
Thaiyare Thakka,"G. V. Prakash, Deepa Maria Das, Kabilan",2024,0.595,0.328,0.518,-15.631,83.338,0.528
Murga Murgi,"G. V. Prakash, Sinduri Vishal, Raqueeb",2024,0.45,0.76,0.627,-10.368,127.037,0.868
