track_name,artists_name,year,acousticness,danceability,energy,loudness,tempo,valence
April Showers,The Blackbyrds,1996,0.008,0.463,0.678,-13.648,177.444,0.722
Elevators (Me & You) - ONP 86 Mix,"OutKast, Organized Noize Productions",1996,0.19,0.658,0.576,-10.798,84.339,0.497
Beyond The Veil - Beyond The Veil Album Version,Daryl Coley,1996,0.53,0.343,0.316,-10.43,128.475,0.0947
Automatic,Less Than Jake,1996,0.000155,0.353,0.975,-2.877,132.628,0.684
Medley De Plena,Studio Musicians,1996,0.149,0.894,0.663,-11.391,130.039,0.761
1996,Marilyn Manson,1996,0.00227,0.305,0.979,-6.002,168.035,0.0685
Straight Outta Compton - Extended Mix / Edit,N.W.A.,1996,0.117,0.773,0.947,-5.824,102.146,0.464
That Aint The Way You Make Love,Z.Z. Hill,1996,0.404,0.582,0.531,-9.077,78.352,0.72
A Girls Gotta Do (What A Girls Gotta Do),Mindy McCready,1996,0.169,0.674,0.886,-5.554,119.821,0.696
Overkill,Men At Work,1996,0.0192,0.66,0.765,-5.229,139.455,0.566
Together Again,Peter White,1996,0.19,0.679,0.732,-9.71,138.17,0.828
Cumbia Sampuesana,La Tropa Vallenata,1996,0.24,0.607,0.65,-6.768,180.23,0.782
I Got Ants In My Pants (And I Want To Dance),James Brown,1996,0.0372,0.891,0.503,-12.084,107.809,0.747
Test for Echo - 2004 Remaster,Rush,1996,0.0004,0.541,0.851,-9.239,130.209,0.564
LlÃ©vatela,Grupo Libra,1996,0.345,0.578,0.778,-5.042,125.237,0.881
Simple Song,Avail,1996,0.000251,0.279,0.984,-3.688,105.223,0.363
Amor Fingido,Grupo Pegasso,1996,0.279,0.569,0.692,-6.341,94.67,0.864
Maybe Hell Notice Her Now (feat. Richie McDonald),"Mindy McCready, Richie McDonald",1996,0.575,0.58,0.538,-6.42,109.753,0.318
"Song without Words, Op.109 - 1995 Remastered Version","Felix Mendelssohn, Jacqueline du PrÃ©",1996,0.989,0.184,0.039,-24.906,92.631,0.0396
Aint That A Kick In The Head,"Dean Martin, Nelson Riddle",1996,0.458,0.661,0.311,-9.549,132.008,0.702
Wicked,Korn,1996,0.0167,0.499,0.934,-7.351,112.373,0.5
Green Man,Type O Negative,1996,0.128,0.468,0.831,-7.276,114.639,0.381
Attitude,Sepultura,1996,0.00141,0.475,0.942,-4.287,80.356,0.178
I Wonder,Chris Isaak,1996,0.851,0.486,0.216,-14.089,95.476,0.393
Cry Freedom,Dave Matthews Band,1996,0.49,0.495,0.508,-8.116,77.164,0.309
Que se te escapa el negro,Ella Baila Sola,1996,0.406,0.733,0.858,-8.339,92.393,0.665
If He Should Break Your Heart,Journey,1996,0.0146,0.401,0.791,-5.47,206.046,0.611
If You Want to Be a Good Girl (Get Yourself a Bad Boy),Backstreet Boys,1996,0.146,0.758,0.869,-5.474,113.918,0.83
No Place to Hide,Korn,1996,0.000779,0.44,0.886,-6.445,108.321,0.632
Pillow Talk,Sylvia,1996,0.00796,0.719,0.572,-10.666,109.515,0.676
E-Bow The Letter,R.E.M.,1996,0.173,0.349,0.627,-8.386,155.107,0.312
Still She Cries,Journey,1996,0.175,0.655,0.689,-6.277,111.206,0.168
QuiÃ©n Piensa En Ti,Mi Banda El Mexicano,1996,0.318,0.767,0.775,-7.92,145.1,0.959
Little April Shower - From Bambi/Soundtrack Version,"Amy Lou Barnes, Sally Mueller, Mary Moder, Alice Sixer, Betty Bayne, Disney Studio Chorus",1996,0.959,0.435,0.206,-17.746,90.368,0.119
Dark Secret,Matthew Sweet,1996,0.124,0.5,0.735,-6.215,119.42,0.9
Con Golpes de Pecho,Yolanda Del Rio,1996,0.344,0.447,0.442,-6.563,159.423,0.78
And so I Know,Stone Temple Pilots,1996,0.757,0.576,0.311,-13.101,107.261,0.361
Dear Lover,Social Distortion,1996,1.08e-05,0.482,0.942,-4.545,123.898,0.274
Tus Maletas En La Puerta,Yolanda Del Rio,1996,0.723,0.43,0.45,-9.172,166.211,0.764
When I Think of You,Journey,1996,0.265,0.556,0.451,-6.178,117.409,0.232
Sexy Mama,The Moments,1996,0.0868,0.738,0.512,-12.143,84.277,0.762
Love of My Life - Multiplex Karaoke,South Border,1996,0.315,0.626,0.487,-6.817,132.185,0.149
åè£¡çæå,Mavis Hee,1996,0.79,0.538,0.251,-13.494,83.972,0.202
Electrolite,R.E.M.,1996,0.0756,0.525,0.813,-7.584,122.515,0.456
Check It Out,"B-Legit, E-40, Kurupt",1996,0.0245,0.815,0.542,-6.189,79.976,0.63
Azul,Jesse Cook,1996,0.748,0.71,0.339,-15.283,141.989,0.615
Ive Been Let Down,Mazzy Star,1996,0.778,0.563,0.101,-21.004,137.737,0.307
"Quintettino Op.30 No.6, G.324: 4. Passacalle","Luigi Boccherini, Berliner Philharmoniker, Herbert von Karajan",1996,0.974,0.381,0.0542,-28.454,154.678,0.266
Jesus Tod,Burzum,1996,1.34e-06,0.285,0.93,-7.939,80.436,0.0341
Tonight Is The Night - Le Click - Dance Mix -,La Bouche,1996,0.000171,0.811,0.769,-5.837,133.627,0.595
Bullion,Millencolin,1996,0.000138,0.262,0.972,-7.509,151.652,0.236
Ill Vibe (feat. Q-Tip),"Busta Rhymes, Q-Tip",1996,0.147,0.791,0.445,-9.994,93.059,0.522
Sabrosa,Beastie Boys,1996,0.049,0.725,0.757,-11.526,158.711,0.882
Changeling,DJ Shadow,1996,0.333,0.594,0.809,-6.489,87.696,0.518
"Assassination Day (feat. Raekwon, RZA & Inspektah Deck)","Ghostface Killah, Raekwon, RZA, Inspektah Deck",1996,0.147,0.766,0.716,-8.511,92.036,0.562
Cryptorchid,Marilyn Manson,1996,0.486,0.515,0.555,-12.436,160.05,0.258
Its a Mistake,Men At Work,1996,0.255,0.708,0.605,-4.71,106.297,0.936
Pescadores De Ensenada,Grupo Laberinto,1996,0.607,0.774,0.409,-8.624,123.069,0.969
Madrigal,Danny Rivera,1996,0.789,0.39,0.387,-6.438,91.79,0.624
Its a Man,Betty Hutton,1996,0.934,0.624,0.289,-10.218,146.084,0.93
El Milagro,Marcos Vidal,1996,0.475,0.518,0.396,-9.506,124.753,0.254
Remember Me This Way,Jordan Hill,1996,0.613,0.471,0.405,-8.428,121.492,0.228
Camas Separadas,Yolanda Del Rio,1996,0.743,0.708,0.418,-11.339,108.442,0.962
King of New Orleans,Better Than Ezra,1996,0.000119,0.392,0.892,-4.969,167.657,0.684
19,Paul Hardcastle,1996,0.00281,0.753,0.897,-8.54,117.937,0.937
Nancy Boy,Placebo,1996,0.000181,0.391,0.958,-5.494,89.88,0.326
Boom,Bloodhound Gang,1996,0.116,0.795,0.775,-9.233,101.032,0.338
What Does Your Soul Look Like - Pt. 4,DJ Shadow,1996,0.495,0.511,0.707,-8.475,142.033,0.6
You Belong To Me - Remastered,"Dean Martin, Ron Furmanek, Sweet",1996,0.732,0.283,0.0882,-18.378,69.454,0.196
Mister Superstar,Marilyn Manson,1996,8.39e-05,0.515,0.969,-7.733,115.994,0.0697
Soul One,Blind Melon,1996,0.425,0.416,0.521,-7.922,80.421,0.373
Spend a Little Doe,Lil Kim,1996,0.232,0.679,0.619,-9.833,82.028,0.641
"River Deep, Mountain High - Rerecorded",Ike & Tina Turner,1996,0.148,0.549,0.866,-11.301,156.546,0.83
Solo Contigo,Grupo Limite,1996,0.248,0.752,0.48,-11.916,163.565,0.694
Its Coming Down,Cake,1996,0.0132,0.584,0.718,-7.482,119.833,0.738
Lift Your Head Up High (And Blow Your Brains Out),Bloodhound Gang,1996,0.0901,0.902,0.969,-5.96,120.005,0.678
Nasty Boy - 2014 Remaster,The Notorious B.I.G.,1997,0.133,0.883,0.831,-4.89,106.28,0.695
The Fool,Lee Ann Womack,1997,0.498,0.517,0.279,-10.604,80.098,0.287
Sailing,*NSYNC,1997,0.0317,0.426,0.714,-5.09,75.03,0.213
On My Way,"Suga Free, El DeBarge",1997,0.0322,0.541,0.706,-7.173,87.405,0.695
London,Third Eye Blind,1997,0.000653,0.54,0.816,-7.154,122.125,0.56
Certainly - Flipped It,Erykah Badu,1997,0.0134,0.754,0.361,-8.634,78.093,0.455
Tu otro dios - Tu dios de poder,Banda Machos,1997,0.745,0.535,0.369,-9.254,175.569,0.873
Les Poissons - From The Little MermaidÃ¢â¬Â / Soundtrack Version,Rene Auberjonois,1997,0.737,0.508,0.35,-15.186,114.207,0.723
0.114583333,Elliott Smith,1997,0.782,0.489,0.0858,-20.465,167.284,0.368
Going Home - Edit,Kenny G,1997,0.00483,0.543,0.257,-14.322,80.056,0.271
SoÃ±e Con Ella,Antony Santos,1997,0.326,0.681,0.449,-11.391,140.118,0.962
The Projects,Wu-Tang Clan,1997,0.204,0.642,0.737,-6.614,85.803,0.707
Take Back,Green Day,1997,4.29e-06,0.336,0.997,-3.596,116.498,0.71
New Way Home,Foo Fighters,1997,0.000965,0.324,0.835,-6.537,139.256,0.472
Freedom,Jimi Hendrix,1997,0.0208,0.518,0.9,-5.249,112.217,0.707
Long Ago...,"Charlton Heston, Alan Menken",1997,0.772,0.601,0.343,-14.06,131.35,0.81
Phone Tag,Danja Mowf,1997,0.00993,0.723,0.649,-8.483,96.065,0.773
Sometimes - Mix #9,Erykah Badu,1997,0.217,0.805,0.413,-17.224,90.003,0.614
Its All About the Benjamins,Diddy,1997,0.049,0.84,0.699,-3.474,89.724,0.716
Youre Next In Line for a Miracle,Shirley Caesar,1997,0.525,0.453,0.656,-8.997,100.716,0.356
Sometimes,Erykah Badu,1997,0.161,0.776,0.465,-12.963,90.082,0.558
Worry Rock,Green Day,1997,0.000204,0.355,0.972,-3.551,144.809,0.745
Big Daddy,Heavy D,1997,0.113,0.756,0.521,-8.266,178.391,0.591
Moby Octopad,Yo La Tengo,1997,0.415,0.599,0.527,-9.999,120.947,0.892
Stone Free,Jimi Hendrix,1997,0.014,0.54,0.83,-5.676,133.752,0.832
Por QuÃ©,Eddie Gonzalez,1997,0.275,0.415,0.552,-6.004,193.494,0.332
Bestrafe mich,Rammstein,1997,0.00615,0.71,0.858,-5.395,103.024,0.851
Full Circle,Aerosmith,1997,0.00809,0.454,0.688,-5.452,134.703,0.322
"Dreams - Live at Warner Brothers Studios in Burbank, CA 5/23/97",Fleetwood Mac,1997,0.249,0.593,0.749,-7.828,120.987,0.646
Babydoll,Mariah Carey,1997,0.0749,0.773,0.414,-7.541,125.879,0.461
The City,Wu-Tang Clan,1997,0.000238,0.592,0.721,-8.011,92.59,0.297
Beer (Song),Mustard Plug,1997,0.0108,0.466,0.922,-4.62,176.919,0.926
Southwest Voodoo,Insane Clown Posse,1997,0.248,0.815,0.854,-4.763,95.067,0.532
Nothing Lasts Forever,Echo & the Bunnymen,1997,0.028,0.433,0.654,-5.345,83.85,0.4
Its My Job To Keep Punk Rock Elite,NOFX,1997,8.56e-05,0.46,0.99,-3.505,100.818,0.35
Overture - Mary Poppins - Instrumental / From Mary Poppins / Soundtrack Version,"Richard M. Sherman, Robert B. Sherman",1997,0.769,0.321,0.262,-16.622,83.625,0.393
Thanx Dub - Instrumental,Sublime,1997,0.00633,0.465,0.602,-10.675,95.065,0.61
Si Lo Quieres,La Diferenzia,1997,0.348,0.578,0.535,-8.819,92.032,0.45
Carpe Diem Baby,Metallica,1997,1.38e-05,0.387,0.866,-5.336,142.35,0.463
C U When U Get There,"Coolio, 40 Thevz",1997,0.0102,0.76,0.585,-7.307,91.179,0.455
I Wonder If Heaven Got A Ghetto - Hip-Hop Version,2Pac,1997,0.105,0.928,0.687,-4.813,108.054,0.782
God Will Make a Way,FairHope,1997,0.767,0.514,0.32,-11.246,116.244,0.202
Maybe It Was Memphis,Pam Tillis,1997,0.455,0.462,0.78,-3.92,147.297,0.473
Dick Lips,blink-182,1997,0.000198,0.421,0.936,-8.224,125.486,0.377
Dig Me Out,Sleater-Kinney,1997,0.000101,0.34,0.95,-5.041,158.423,0.487
Spiel mit mir,Rammstein,1997,0.0979,0.603,0.912,-6.041,156.169,0.278
Volvio el dolor,Luis Vargas,1997,0.402,0.67,0.345,-13.517,140.677,0.906
No Love,Erykah Badu,1997,0.0423,0.683,0.625,-9.823,82.095,0.73
DYou Know What I Mean? - Remastered,Oasis,1997,0.000154,0.299,0.861,-3.418,80.208,0.229
Invierno En Primavera,GuayacÃ¡n Orquesta,1997,0.226,0.546,0.626,-10.183,160.182,0.92
Desde Que Te Perdi,Marco Antonio SolÃ­s,1997,0.349,0.705,0.272,-12.685,96.062,0.323
Te lo debo a ti,Banda Machos,1997,0.27,0.805,0.365,-13.542,108.165,0.801
Uptight,Green Day,1997,0.00572,0.553,0.979,-3.567,82.491,0.55
There Wont Be Anymore,Charlie Rich,1997,0.932,0.547,0.28,-14.353,103.342,0.653
Eifersucht,Rammstein,1997,0.13,0.816,0.968,-5.567,130.085,0.831
Mediterranean Breeze,Novamenco,1997,0.821,0.555,0.852,-8.123,120.38,0.885
Sing Hallelujah!,Dr. Alban,1997,0.00223,0.718,0.795,-7.232,124.692,0.843
Symphony No.5 In C Sharp Minor: 4. Adagietto (Sehr langsam),"Gustav Mahler, Wiener Philharmoniker, Pierre Boulez",1997,0.832,0.0889,0.00849,-33.111,86.682,0.034
Fight On!,Nobuo Uematsu,1997,0.0431,0.163,0.927,-10.776,84.013,0.671
Â¿Por QuÃ© Te Fuiste?,Banda Cuisillos,1997,0.285,0.532,0.488,-7.61,83.003,0.44
After The Rain,Boney James,1997,0.0663,0.613,0.729,-8.314,97.922,0.78
Drama,Erykah Badu,1997,0.0164,0.676,0.437,-8.014,172.137,0.392
Fire,Jimi Hendrix,1997,0.00189,0.476,0.942,-5.185,153.475,0.567
4am,Our Lady Peace,1997,0.0261,0.376,0.64,-7.949,121.821,0.296
Looking For The Magic,Dwight Twilley Band,1997,0.322,0.643,0.739,-10.595,133.42,0.964
I Love You,Sarah McLachlan,1997,0.119,0.365,0.389,-13.191,111.793,0.189
Saturday Night Divas,Spice Girls,1997,0.122,0.625,0.675,-8.373,168.722,0.578
Gone,U2,1997,0.0101,0.333,0.58,-8.683,175.969,0.45
Crazy Life,Toad The Wet Sprocket,1997,0.000844,0.394,0.784,-6.31,147.002,0.382
Blaze It,Bone Thugs-N-Harmony,1997,0.225,0.702,0.519,-8.508,135.913,0.609
Underwater Love,Smoke City,1997,0.812,0.685,0.626,-7.809,81.769,0.521
A Better Tomorrow,Wu-Tang Clan,1997,0.015,0.667,0.55,-9.631,91.071,0.37
Almost Honest - Remastered 2004 / Remixed,Megadeth,1997,0.000622,0.523,0.94,-4.71,134.113,0.591
Y QuÃ© Me Importa,Conjunto Primavera,1997,0.151,0.662,0.714,-7.281,76.66,0.651
Im Afraid of Americans - Nine Inch Nails V1 Mix,David Bowie,1997,0.011,0.7,0.823,-7.891,80.03,0.779
"The Planets, Op. 32: 1. Mars, the Bringer of War","Gustav Holst, Los Angeles Philharmonic, Zubin Mehta",1997,0.689,0.293,0.317,-14.707,76.749,0.0859
El 18 de Noviembre,Maracaibo 15,1997,0.49,0.711,0.866,-9.367,90.567,0.964
Cool To Hate,The Offspring,1997,0.191,0.343,0.984,-3.341,166.105,0.533
La Quiero y Es Ajena,Teodoro Reyes,1997,0.667,0.654,0.441,-9.411,135.977,0.848
MelodÃ­a del RÃ­o,Ruben Gonzalez,1997,0.629,0.634,0.288,-14.988,106.579,0.491
Too Many Memories,Johnnie Taylor,1997,0.444,0.722,0.512,-7.008,118.284,0.713
Then What?,Clay Walker,1997,0.161,0.63,0.777,-9.147,88.247,0.625
Ordinary Day,Great Big Sea,1997,0.276,0.63,0.693,-6.851,129.91,0.759
Heaven - MTV Unplugged Version,Bryan Adams,1997,0.717,0.367,0.332,-8.87,130.476,0.344
Je Tâaime,Lara Fabian,1997,0.754,0.384,0.436,-7.432,107.312,0.153
Ella,JosÃ© Alfredo Jimenez,1997,0.943,0.535,0.174,-16.874,179.639,0.828
Te Quiero,Banda Cuisillos,1997,0.281,0.62,0.505,-7.734,105.946,0.679
Thank You for Being a Friend,Andrew Gold,1997,0.197,0.698,0.664,-10.923,111.863,0.801
Running Away,Roy Ayers,1997,0.158,0.845,0.459,-13.108,115.584,0.799
Punch And Judy,Elliott Smith,1997,0.594,0.461,0.251,-19.02,131.963,0.208
Breakdown Dead Ahead,Boz Scaggs,1997,0.147,0.597,0.753,-9.845,146.321,0.438
Aventura Pasada,Los Rieleros Del Norte,1997,0.579,0.682,0.722,-4.4,117.358,0.931
Love,Gods Property,1997,0.624,0.403,0.566,-8.219,100.569,0.331
Overdose,Twista,1997,0.295,0.621,0.788,-7.876,80.006,0.757
Convenient Parking,Modest Mouse,1997,0.325,0.614,0.754,-4.447,122.792,0.847
Love Child,Diana Ross & The Supremes,1997,0.125,0.574,0.96,-0.81,105.008,0.65
Dos Mujeres un Camino,Laura Leon,1997,0.286,0.623,0.523,-11.427,173.63,0.899
Wade In The Water,Eva Cassidy,1997,0.701,0.648,0.375,-10.823,112.668,0.612
If You Love Someone Set Them on Fire,The Dead Milkmen,1997,0.0702,0.544,0.812,-7.79,151.918,0.723
è½æµ·,A-Mei Chang,1997,0.29,0.542,0.38,-11.702,123.971,0.138
Lloran las Rosas,Cristian Castro,1997,0.145,0.526,0.561,-6.65,108.565,0.246
All Around The World - Remastered,Oasis,1997,0.155,0.33,0.814,-3.138,82.131,0.297
Quizas Si Quizas No - Version IODA,Los Toros Band,1997,0.507,0.675,0.743,-5.77,148.956,0.831
Capriol Suite: 5. Pied-en- lair,"Peter Warlock, Academy of St. Martin in the Fields, Nicholas Kraemer, Sir Neville Marriner",1997,0.89,0.17,0.0572,-29.864,113.039,0.0383
Prologue,Loreena McKennitt,1997,0.734,0.255,0.199,-17.679,167.26,0.04
Es Mi Mujer,Tito Rojas,1997,0.487,0.742,0.56,-6.432,88.527,0.718
What I Like About Texas,Gary P. Nunn,1997,0.185,0.551,0.757,-7.277,131.666,0.333
Help Yourself,Tom Jones,1997,0.417,0.616,0.731,-7.282,91.444,0.909
Chinga Tu Madre,Molotov,1997,0.0343,0.673,0.904,-4.79,95.847,0.907
Rough God Goes Riding,Van Morrison,1997,0.572,0.627,0.625,-8.414,132.337,0.524
Miss Misery,Elliott Smith,1997,0.451,0.563,0.389,-13.172,125.514,0.423
Los Amores del Muneco,Beto Quintanilla,1997,0.627,0.885,0.214,-13.837,109.841,0.99
Ridin My Thumb To Mexico,Johnny Rodriguez,1997,0.97,0.62,0.214,-14.646,90.151,0.654
All the Time,Green Day,1997,0.000334,0.526,0.972,-4.093,154.63,0.946
Shining,Misfits,1997,8.04e-05,0.462,0.993,-4.739,137.648,0.11
Vaseline Machine Gun,Leo Kottke,1997,0.395,0.651,0.842,-10.127,88.889,0.746
Contigo - Estar Contigo,Luis Miguel,1997,0.16,0.313,0.466,-8.233,150.529,0.153
Center of Gravity,Yo La Tengo,1997,0.165,0.816,0.356,-13.663,159.592,0.968
I Wont Leave You Lonely,Shania Twain,1997,0.536,0.674,0.47,-10.025,112.997,0.658
Red House,Jimi Hendrix,1997,0.637,0.501,0.454,-8.54,97.189,0.557
Heaven,"Nu Flavor, Steve McDonald",1997,0.844,0.637,0.406,-12.1,96.178,0.35
Take My Hand,Wayne Toups,1997,0.0787,0.604,0.48,-8.983,142.686,0.553
Reconsider Baby,Lowell Fulson,1997,0.749,0.636,0.668,-6.857,94.668,0.666
I Love to Laugh - From Mary Poppins/Soundtrack Version,"Edwynn, Julie Andrews, Dick Van Dyke",1997,0.777,0.546,0.186,-18.76,98.108,0.485
Me Niegas Tanto Amor,Pedro Conga,1997,0.814,0.665,0.764,-5.712,174.724,0.955
Married Girl,The Slackers,1997,0.00389,0.467,0.703,-7.634,138.926,0.647
Handle the Vibe,Bone Thugs-N-Harmony,1997,0.056,0.618,0.593,-7.016,188.162,0.333
Oh Mighty Zeus,Alan Menken,1997,0.923,0.154,0.165,-20.323,168.641,0.107
Starman - 1997 Remaster,David Bowie,1997,0.2,0.446,0.395,-13.371,100.415,0.517
Wipeout,Fat Boys,1997,0.00945,0.771,0.77,-8.094,128.817,0.961
Beep Street,Squarepusher,1997,0.0756,0.499,0.82,-8.835,161.449,0.598
Only Fear Of Death,2Pac,1997,0.0022,0.794,0.714,-5.047,90.004,0.234
Usted,Banda Machos,1997,0.417,0.781,0.482,-10.226,104.159,0.959
Whispering Journeys,Robert Tree Cody,1997,0.995,0.215,0.00785,-32.336,73.407,0.598
å¥³äººè±,Anita Mui,1997,0.514,0.22,0.247,-14.082,149.705,0.136
BuscÃ¡ndote,Los Llayras,1997,0.179,0.687,0.659,-10.012,168.936,0.83
The Portrait,James Horner,1997,0.995,0.297,0.0214,-32.398,212.349,0.132
Cupids Trick,Elliott Smith,1997,0.0866,0.239,0.492,-10.979,176.683,0.131
Lounge (Closing Time),Modest Mouse,1997,0.183,0.638,0.523,-6.489,116.122,0.41
You Got It,*NSYNC,1997,0.0546,0.692,0.931,-4.262,116.645,0.894
Do What You Have to Do,Sarah McLachlan,1997,0.882,0.465,0.147,-15.472,88.931,0.197
Bedtime,Usher,1997,0.0606,0.644,0.399,-8.548,79.463,0.302
Linda Chaparrita,La Diferenzia,1997,0.245,0.798,0.659,-8.534,94.055,0.962
"The Lady Suite - Live from MTV Unplugged, Brooklyn, NY - May 1997",Maxwell,1997,0.242,0.672,0.507,-10.848,100.371,0.466
Walkaway Joe,Trisha Yearwood,1997,0.878,0.623,0.377,-11.697,114.018,0.427
Am I Dreaming,"Ol Skool, Keith Sweat, Xscape",1997,0.083,0.665,0.4,-7.798,123.882,0.119
La Novela,Fulanito,1997,0.01,0.908,0.831,-10.281,126.984,0.884
One Angry Dwarf and 200 Solemn Faces,Ben Folds Five,1997,0.257,0.393,0.888,-5.61,127.72,0.582
La Primavera,Maracaibo 15,1997,0.108,0.627,0.619,-14.151,102.633,0.966
Love In Ya Mouth,"Kilo Ali, Big Boi",1997,0.000557,0.706,0.626,-6.684,168.753,0.606
From Here to Eternity,Michael Peterson,1997,0.457,0.533,0.42,-8.117,76.118,0.311
Red & Blue Jeans,The Promise Ring,1997,0.000629,0.527,0.653,-7.24,76.257,0.811
Do You Like This,Rome,1997,0.00424,0.76,0.284,-12.244,107.963,0.108
Little Wing,Jimi Hendrix,1997,0.134,0.473,0.534,-7.055,143.014,0.392
Untitled,blink-182,1997,0.0165,0.443,0.881,-6.571,129.085,0.447
Like Flies,"Danja Mowf, Javon the Medievil",1997,0.127,0.805,0.642,-7.726,87.079,0.354
If God Will Send His Angels,U2,1997,0.195,0.579,0.338,-14.723,89.87,0.533
He CreÃ­do,Los Llayras,1997,0.179,0.761,0.499,-9.13,84.488,0.812
Prosthetic Head,Green Day,1997,0.00125,0.408,0.915,-5.124,137.444,0.854
Ã¦Åâ¹Ã¥Ââ¹,Wakin Chau,1997,0.179,0.635,0.405,-14.329,137.885,0.431
Acabo De Enterarme,Dinastia NorteÃ±a,1997,0.0577,0.764,0.334,-12.23,79.082,0.76
Afraid,MÃ¶tley CrÃ¼e,1997,0.000463,0.515,0.967,-4.777,123.987,0.441
Skellig,Loreena McKennitt,1997,0.773,0.239,0.251,-11.786,109.247,0.0933
Distintos Destinos,Binomio de Oro de AmÃ©rica,1997,0.367,0.599,0.457,-7.838,126.494,0.41
Dance Of The Sugarplum Fairy - Angel Melodies Album Version,"Traditional, Carol Tornquist",1997,0.862,0.766,0.31,-12.417,137.011,0.294
Full of Grace,Sarah McLachlan,1997,0.894,0.152,0.192,-12.719,175.725,0.166
Whenever You Call,Mariah Carey,1997,0.612,0.327,0.384,-8.093,129.985,0.0524
Redefine,Incubus,1997,0.000371,0.513,0.964,-4.638,176.637,0.6
He Tratado,VÃ­ctor Manuelle,1997,0.402,0.583,0.832,-5.918,91.547,0.881
"String Quartet No. 14 in C-Sharp Minor, Op. 131: 7. Allegro","Ludwig van Beethoven, LaSalle Quartet",1997,0.96,0.419,0.157,-16.158,129.619,0.287
"If You Wanna Touch Her, Ask!",Shania Twain,1997,0.121,0.73,0.647,-6.753,106.938,0.934
Im Yours,Billie Holiday,1997,0.991,0.414,0.0235,-14.744,72.06,0.254
Stuck,Limp Bizkit,1997,0.0354,0.466,0.838,-6.258,99.816,0.513
Watchin You,Danja Mowf,1997,0.000722,0.732,0.668,-9.286,87.796,0.301
Just One Lifetime,J. Blackfoot,1997,0.575,0.78,0.473,-7.265,82.21,0.598
Pay Attention / In a World of My Own,Kathryn Beaumont,1997,0.974,0.343,0.0725,-17.5,80.957,0.227
Nothing To Lose,2Pac,1997,0.146,0.772,0.936,-4.136,103.443,0.656
Colonel Hathis March (The Elephant Song),"J. Pat OMalley, Disney Studio Chorus",1997,0.642,0.848,0.411,-14.705,95.982,0.795
I Do,Lisa Loeb,1997,0.334,0.732,0.723,-6.659,110.173,0.731
Stoopid,Snot,1997,0.00185,0.496,0.857,-4.515,171.795,0.656
The Highway Man,Loreena McKennitt,1997,0.792,0.329,0.3,-12.682,170.231,0.257
The Mad Tea Party / The Unbirthday Song / Twinkle Twinkle / Clean Cup Move Down / Mad Watch,"Kathryn Beaumont, Edwynn, James Macdonald, Jerry Colonna",1997,0.956,0.572,0.168,-14.255,100.101,0.302
Life After Death - 2014 Remaster,The Notorious B.I.G.,1997,0.756,0.349,0.623,-5.214,85.745,0.248
The Book Lovers,Broadcast,1997,0.0725,0.191,0.406,-12.165,117.062,0.0374
The Carroll County Accident,Porter Wagoner,1997,0.346,0.643,0.504,-11.231,91.688,0.705
Hit a Muthafucka,Three 6 Mafia,1997,0.0371,0.883,0.81,-6.982,156.834,0.922
Dont Make Me Over,Sybil,1997,0.00552,0.607,0.786,-7.081,96.569,0.905
Come To Daddy (Pappy Mix),Aphex Twin,1997,0.0764,0.421,0.944,-9.179,162.179,0.222
Hasta MaÃ±ana,Grupo Limite,1997,0.247,0.791,0.514,-9.009,86.995,0.57
Murder The Government,NOFX,1997,0.00371,0.328,0.933,-4.463,137.523,0.213
"Violin Partita No. 3 in E Major, BWV 1006: II. Loure","Johann Sebastian Bach, Hilary Hahn",1997,0.981,0.247,0.11,-19.032,132.652,0.149
Space Oddity,David Bowie,1997,0.742,0.456,0.328,-16.131,80.808,0.332
Searching For My Love,Bobby Moore & The Rhythm Aces,1997,0.114,0.677,0.661,-5.136,98.309,0.801
You Light Up My Life,LeAnn Rimes,1997,0.63,0.347,0.4,-7.359,77.987,0.108
The Haunting,Misfits,1997,0.00403,0.447,0.986,-4.914,106.009,0.32
Yes We Can Can,The Pointer Sisters,1997,0.0239,0.745,0.544,-14.06,88.383,0.84
Fourth of July,Mariah Carey,1997,0.598,0.55,0.562,-7.392,148.167,0.281
You,Mustard Plug,1997,0.141,0.487,0.87,-5.823,171.554,0.779
Lost Again,Dance Hall Crashers,1997,0.00202,0.393,0.923,-5.86,98.849,0.793
Carousel,blink-182,1998,0.000185,0.34,0.965,-5.091,103.148,0.364
Makeda,Les Nubians,1998,0.369,0.805,0.495,-7.42,86.21,0.828
Exchange,Massive Attack,1998,0.555,0.705,0.21,-14.007,123.961,0.474
Easy Lovers,Piero Piccioni,1998,0.9,0.344,0.333,-13.945,70.225,0.175
Mamacita,OutKast,1998,0.0478,0.495,0.716,-6.479,167.863,0.469
Minha galera,Manu Chao,1998,0.875,0.871,0.452,-8.883,130.083,0.651
Amor AÃejo,Cardenales De Nuevo LeÃn,1998,0.425,0.841,0.67,-8.734,102.665,0.935
Psycho Circus,KISS,1998,7.36e-05,0.556,0.929,-5.055,121.48,0.44
Im so Stoned,Slightly Stoopid,1998,0.0705,0.625,0.445,-9.222,79.386,0.616
Once Youve Loved Somebody,The Chicks,1998,0.65,0.708,0.48,-5.601,139.412,0.315
Big Sur Moon,Buckethead,1998,0.921,0.505,0.782,-14.951,159.764,0.723
No Me Amenaces,JosÃ© Alfredo Jimenez,1998,0.438,0.493,0.239,-13.212,135.319,0.658
